unitid,"10 Year Mean Earnings (0-30,000)",10 Year Mean Earnings,"6 Year Mean Earnings (0-30,000)",6 Year Mean Earnings,"8 Year Median Earnings (0-30,000)",8 Year Median Earnings,"Median Student Loan Debt (0-30,000)",Median Student Loan Debt,"Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort","Number of Students in the Median Debt, Student Cohort",Historically Black College or University,Predominately Black Institution,Asian American and Native American Pacific Islander-Serving Institution,Tribal College or University,Asian American and Native American Pacific Islander-Serving Institutions,Hispanic Serving Institution,Native American Non-Tribal Institution,msi,year
226383,42300,50500,35100,38700,46120,50641,15373,15750,231,834,0,0,0,0,0,0,0,,latest
226408,36700,38100,32700,34400,33491,35969,5167,5156,179,354,0,0,0,0,0,1,0,hsi,latest
226471,47700,48700,36700,38600,49938,52515,15000,15750,601,2014,0,0,0,0,0,1,0,hsi,latest
226578,30400,34400,25800,29600,32183,35589,6752,6136,2180,3757,0,0,0,0,0,1,0,hsi,latest
226587,42300,46400,32800,36200,40751,47393,17203,19000,275,710,0,0,0,0,0,1,0,hsi,latest
226675,56100,58700,42900,50100,75003,76677,13844,10399,145,342,0,0,0,0,0,0,0,,latest
226806,44200,45400,35200,37000,NA,40495,6400,6300,110,213,0,0,0,0,0,1,0,hsi,latest
226833,45300,47000,37900,42400,49257,52991,13000,13051,1001,2758,0,0,0,0,0,1,0,hsi,latest
226860,NA,23100,NA,NA,NA,22179,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
226879,24900,29800,26600,29400,NA,39779,14250,14608,101,174,0,0,0,0,0,0,0,,latest
226903,23900,24400,20300,20600,25475,26123,7421,7389,6710,8500,0,0,0,0,0,0,0,,latest
227058,NA,23400,NA,23500,NA,26776,4725,4750,453,625,0,0,0,0,0,0,0,,latest
227146,31400,34200,25900,29700,31385,34631,8250,7926,1683,3077,0,0,0,0,0,0,0,,latest
227182,38000,40800,31200,34000,34080,36919,6000,5500,7336,13645,0,0,0,0,0,1,0,hsi,latest
227216,47700,49300,37500,39300,49807,51890,13639,14000,5549,15885,0,0,0,0,0,1,0,hsi,latest
227225,30200,31400,26400,28500,33586,35477,9500,9500,369,656,0,0,0,0,0,1,0,hsi,latest
227289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
227298,55700,59100,50800,54100,NA,48527,9500,9500,157,282,0,0,0,0,0,0,0,,latest
227304,41000,43400,33600,36000,37957,40503,7267,6000,171,375,0,0,0,0,0,1,0,hsi,latest
227313,24900,27300,20900,22200,25336,26239,7917,7916,927,1421,0,0,0,0,0,0,0,,latest
227322,23700,24800,22100,22600,22037,22848,7189,7369,1158,1721,0,0,0,0,0,0,0,,latest
227331,39100,42500,30400,35500,41697,45657,18171,17084,468,1012,0,0,0,0,0,1,0,hsi,latest
227368,42600,44200,33200,34200,43060,44456,9454,9593,6236,11201,0,0,0,0,0,1,0,hsi,latest
227377,37200,38200,28800,30600,35566,37377,7000,6125,831,1345,0,0,0,0,0,1,0,hsi,latest
227386,36400,39800,29200,30600,31857,35209,6842,6000,418,709,0,0,0,0,0,0,0,,latest
227401,29000,31100,25200,27300,31686,33855,4750,4300,120,225,0,0,0,0,0,0,0,,latest
227429,27800,29800,23900,26900,NA,29596,11825,11090,282,401,1,0,0,0,0,0,0,hbcu,latest
227526,39200,40700,32200,34300,37932,39649,16258,17500,2273,4873,1,0,0,0,0,0,0,hbcu,latest
227687,33300,33800,24900,29900,33160,35993,6831,5792,250,528,0,0,0,0,0,1,0,hsi,latest
227748,NA,NA,NA,NA,44831,47900,23200,21413,161,247,0,0,0,0,0,0,0,,latest
227757,86100,91600,68300,68300,79161,78690,6500,9716,44,498,0,0,0,0,0,0,0,,latest
227845,49700,55700,34200,41200,49650,53665,21835,20000,484,1597,0,0,0,0,0,1,0,hsi,latest
227854,31400,34000,27500,29700,NA,36001,8000,7250,541,880,1,0,0,0,0,0,0,hbcu,latest
227863,53500,59600,38000,42400,56503,56544,12500,12548,324,804,0,0,0,0,1,1,0,aanapii;hsi,latest
227881,46400,49700,38300,39300,46506,49729,17250,16500,3471,9796,0,0,0,0,0,1,0,hsi,latest
227924,33500,36000,27900,29800,34468,36309,8031,6500,1233,2101,0,0,0,0,0,1,0,hsi,latest
227979,38900,42600,32800,35000,36636,39188,7750,5750,1157,2200,0,0,0,0,0,1,0,hsi,latest
228042,38300,44300,32500,35400,41938,47463,11846,13500,238,783,0,0,0,0,0,1,0,hsi,latest
228088,NA,21700,NA,15300,NA,22410,7179,8427,58,81,0,0,0,0,0,0,0,,latest
228149,47700,52000,36800,38900,48506,49928,19500,19500,405,1121,0,0,0,0,0,1,0,hsi,latest
228158,36300,41200,28300,32000,34471,38020,8200,6724,1375,3019,0,0,0,0,0,1,0,hsi,latest
228185,NA,NA,NA,NA,NA,18121,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
228194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
228200,25100,28100,27000,30500,26733,28099,10657,10661,12213,14470,0,0,0,0,0,0,0,,latest
228219,25100,28100,27000,30500,26733,28099,10657,10661,12213,14470,0,0,0,0,0,0,0,,latest
228246,82400,77900,77100,68100,68893,77799,17000,15311,329,1422,0,0,0,0,0,0,0,,latest
228282,22900,22300,19600,20000,NA,23874,NA,7226,121,135,0,0,0,0,0,0,0,,latest
228316,31900,33800,27700,29200,NA,33112,7694,5750,400,659,0,0,0,0,0,1,0,hsi,latest
228325,37200,38700,28600,30400,39122,42680,14250,14750,517,1360,0,0,0,0,0,1,0,hsi,latest
228343,66000,63400,35700,41500,50029,52689,24750,19500,95,489,0,0,0,0,0,1,0,hsi,latest
228431,43000,46400,33100,36700,44297,47094,18315,17750,1933,5550,0,0,0,0,0,0,0,,latest
228459,48300,51100,38900,40600,50278,52554,14966,14993,5602,17037,0,0,0,0,0,1,0,hsi,latest
228468,43000,47100,34600,39000,NA,47714,23685,21500,167,404,0,0,0,0,0,1,0,hsi,latest
228486,26300,29500,20000,20300,NA,31436,NA,NA,NA,18,1,0,0,0,0,0,0,hbcu,latest
228501,40000,41400,34500,34600,36502,39351,11250,11000,619,1195,0,0,0,0,0,1,0,hsi,latest
228529,44800,47700,34900,38200,47242,50130,13783,13989,2101,6316,0,0,0,0,0,0,0,,latest
228547,35700,38200,29300,32000,35677,38503,6250,5500,4705,8310,0,0,0,0,0,1,0,hsi,latest
228608,33400,37600,25800,29300,30841,35833,8159,7991,1085,2082,0,0,0,0,0,1,0,hsi,latest
228635,168100,141100,NA,71700,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
228644,123200,111500,71000,67500,79885,76703,16500,15000,268,583,0,0,0,0,0,1,0,hsi,latest
228653,76800,76800,69100,71000,89837,89220,15000,12678,213,558,0,0,0,0,0,0,0,,latest
228699,29900,32100,23400,25200,29144,30772,9500,9487,688,941,0,0,0,0,0,0,0,,latest
228705,45300,49300,36200,39500,45973,48345,16027,15873,1479,3199,0,0,0,0,0,1,0,hsi,latest
228723,66700,67800,52400,53600,62701,66077,14612,15000,3081,14631,0,0,0,0,1,1,0,aanapii;hsi,latest
228769,51000,54000,41100,43700,58596,63000,11558,11791,7176,18922,0,0,0,0,1,1,0,aanapii;hsi,latest
228778,74100,73900,49500,52200,65315,68554,18750,18909,2713,10762,0,0,0,0,1,1,0,aanapii;hsi,latest
228787,59400,61400,44800,47800,61111,64228,13750,13750,2317,6664,0,0,0,0,0,0,0,,latest
228796,41600,43300,34400,35300,42647,44575,12500,12573,5587,10406,0,0,0,0,0,1,0,hsi,latest
228802,46300,50500,39600,42900,46209,51479,13250,12500,1342,3459,0,0,0,0,0,0,0,,latest
228866,NA,58600,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
228875,59900,62600,45900,50300,65210,67491,20000,19000,450,2226,0,0,0,0,0,0,0,,latest
228884,27300,28000,22600,24600,29948,31018,20375,19500,458,643,1,0,0,0,0,0,0,hbcu,latest
228909,NA,174500,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
228981,49400,51100,33700,38600,48385,51357,15000,14315,193,794,0,0,0,0,0,1,0,hsi,latest
229018,52200,52300,41600,44800,49882,52880,11501,12285,767,1944,0,0,0,0,0,1,0,hsi,latest
229027,47200,49600,37000,38800,51326,52616,15000,15000,5439,14040,0,0,0,0,0,1,0,hsi,latest
229063,35900,37600,29600,30300,34579,36745,17856,16250,3034,4935,1,0,0,0,0,0,0,hbcu,latest
229115,60200,61600,45800,46800,54147,57570,17500,15250,3512,12951,0,0,0,0,0,1,0,hsi,latest
229160,37400,44400,34100,38200,46048,49274,16700,13992,423,954,0,0,0,0,0,1,0,hsi,latest
229179,46300,49100,37600,42800,48871,52209,14000,14000,2299,5613,0,0,0,0,0,1,0,hsi,latest
229267,78900,68000,49600,48900,60327,66445,18337,19500,98,652,0,0,0,0,0,0,0,,latest
229300,173000,138400,69700,71100,91011,89329,12500,12500,258,641,0,0,0,0,0,0,0,,latest
229337,119400,100600,78300,76700,85407,88633,12401,11250,436,1435,0,0,0,0,0,1,0,hsi,latest
229355,33800,37100,28100,30700,33494,36156,6702,6500,2735,5240,0,0,0,0,0,1,0,hsi,latest
229416,47700,50600,35400,38700,45850,49933,11166,11574,2591,5425,0,0,0,0,0,0,0,,latest
229425,18300,18600,17900,17800,NA,18717,6163,6083,534,655,0,0,0,0,0,0,0,,latest
229504,34200,36800,28800,31200,34049,37265,7136,7000,790,1480,0,0,0,0,0,1,0,hsi,latest
229522,NA,19300,NA,15200,NA,21235,5696,6222,75,110,0,0,0,0,0,0,0,,latest
229540,36500,40600,31100,34600,33983,36145,7750,7256,353,658,0,0,0,0,0,1,0,hsi,latest
229656,NA,NA,NA,NA,NA,19760,6333,6333,264,347,0,0,0,0,0,0,0,,latest
229780,40700,47200,34200,41300,43110,50062,16445,15467,994,2132,0,0,0,0,0,1,0,hsi,latest
229799,34000,36400,30500,32600,35013,37421,8087,6500,552,1222,0,0,0,0,0,0,0,,latest
229814,42900,46700,38700,39300,47191,48762,12530,12620,1416,4041,0,0,0,0,0,1,0,hsi,latest
229832,36300,38800,29500,32300,33748,38417,5662,5500,40,126,0,0,0,0,0,1,0,hsi,latest
229841,39300,42900,31000,34100,38218,41437,5500,5500,520,1430,0,0,0,0,1,1,0,aanapii;hsi,latest
229887,28000,30700,23400,26400,27519,30192,18500,16833,367,550,1,0,0,0,0,0,0,hbcu,latest
230010,32900,35800,27100,30400,NA,40006,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
230038,76900,71500,49600,46600,72343,66055,8000,8310,1483,5745,0,0,0,0,0,0,0,,latest
230047,51300,49100,39400,35600,49556,44702,4500,5500,133,566,0,0,0,0,0,0,0,,latest
230065,NA,NA,22400,22800,NA,30654,5481,5481,102,220,0,0,0,0,0,0,0,,latest
230144,NA,NA,NA,NA,NA,31363,8400,9000,36,73,0,0,0,0,0,0,0,,latest
230162,25800,30100,25200,28600,NA,41375,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
230171,42300,41400,30600,32500,39389,41730,9500,7191,1045,3245,0,0,0,0,0,0,0,,latest
230199,NA,NA,NA,NA,NA,16796,NA,NA,NA,13,0,0,0,0,0,0,0,,latest
230205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
230214,NA,NA,21300,23900,25884,26246,8139,7666,252,450,0,0,0,0,0,0,0,,latest
230366,28600,31600,22400,25600,34476,35757,17946,20000,190,388,0,0,0,0,0,0,0,,latest
230418,42200,42800,32300,33700,48579,49054,3500,3500,112,310,0,0,0,0,0,0,0,,latest
230490,26800,28700,20400,23300,NA,36523,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
230597,38400,37200,30900,29500,38217,38474,4900,4500,357,1263,0,0,0,0,0,0,0,,latest
230603,46200,45500,34200,34100,45464,46085,9500,7751,1107,3424,0,0,0,0,0,0,0,,latest
230676,NA,NA,NA,NA,NA,46930,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
230728,51500,49600,37700,37400,49228,50008,10255,9500,2590,8699,0,0,0,0,0,0,0,,latest
230737,50100,50700,37200,38700,48989,50056,10225,8899,4182,11039,0,0,0,0,0,0,0,,latest
230746,39700,43400,30100,33700,41108,44450,4500,4408,3035,6861,0,0,0,0,0,0,0,,latest
230764,64200,63500,47700,47200,60609,61202,14500,14000,2672,8017,0,0,0,0,0,0,0,,latest
230782,48800,49900,36500,39700,48461,51525,10442,9666,2293,6623,0,0,0,0,0,0,0,,latest
230807,54800,58100,37700,44600,58373,58021,19256,18500,230,826,0,0,0,0,0,0,0,,latest
230816,NA,38400,NA,28500,36940,39270,15423,19250,73,287,0,0,0,0,0,0,0,,latest
230852,49400,54400,37300,42200,49615,54937,17201,19500,512,2000,0,0,0,0,0,0,0,,latest
230861,27000,31700,24500,27700,33851,37006,6500,5702,637,1376,0,0,0,0,0,0,0,,latest
230889,NA,39700,21700,29100,NA,37532,18000,16750,91,133,0,0,0,0,0,0,0,,latest
230959,71400,71900,51200,47900,76796,71957,7303,11522,158,666,0,0,0,0,0,0,0,,latest
230995,51200,57100,41700,42400,71263,68991,19000,17501,327,1626,0,0,0,0,0,0,0,,latest
231004,NA,23000,NA,NA,NA,NA,6333,6333,50,88,0,0,0,0,0,0,0,,latest
231059,52600,57800,NA,41400,NA,50360,19500,21500,72,729,0,0,0,0,0,0,0,,latest
231068,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
231095,NA,NA,NA,18400,NA,32837,16596,13625,30,58,0,0,0,0,0,0,0,,latest
231147,NA,83800,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
231165,43200,45900,40000,42600,48410,48541,12000,11000,386,1161,0,0,0,0,0,0,0,,latest
231174,59600,55200,38300,40400,50266,57451,16417,17500,584,4246,0,0,0,0,0,0,0,,latest
231280,NA,21700,NA,17200,NA,14995,9500,9500,87,124,0,0,0,0,0,0,0,,latest
231411,38000,42400,29900,33400,41916,45223,12000,12000,172,299,0,0,0,0,0,0,0,,latest
231420,37000,49000,30400,40300,40501,49603,16250,16750,285,814,0,0,0,0,0,0,0,,latest
231536,33600,36300,25600,28800,35858,38305,8726,6500,234,653,0,0,0,0,0,0,0,,latest
231554,31300,46000,28800,39400,39876,44360,14031,13000,270,719,0,0,0,0,0,0,0,,latest
231581,39400,46600,28500,34900,49310,50239,17000,17500,185,1010,0,0,0,0,0,0,0,,latest
231624,76500,74500,45400,47400,67799,67721,11250,15500,149,1333,0,0,0,0,0,0,0,,latest
231651,38600,45600,29700,34800,39668,43460,9500,11000,2172,4199,0,0,0,0,0,0,0,,latest
231688,NA,NA,NA,NA,NA,49351,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
231697,27700,30300,23500,25800,33583,35883,6373,5500,138,354,0,0,0,0,0,0,0,,latest
231712,45800,52000,37300,39300,54987,57119,20000,19500,188,1691,0,0,0,0,0,0,0,,latest
231785,23900,26600,20500,23600,26937,30130,9500,9500,12927,17507,0,1,0,0,0,0,0,pbi,latest
231873,27800,31500,24000,27800,31044,34362,8288,6500,65,182,0,0,0,0,0,0,0,,latest
231882,27700,29400,20900,23400,27854,31185,7500,6100,180,389,0,0,0,0,0,0,0,,latest
